u_q,coolant,stator_winding,u_d,stator_tooth,motor_speed,i_d,i_q,pm,stator_yoke,ambient,torque,profile_id,period 
-0.450681507587432,18.8051719665527,19.086669921875,-0.350054591894149,18.2932186126709,0.00286556780338287,0.00441913679242134,0.000328102178173139,24.554214477539,18.3165473937988,19.8506908416748,0.187100797891616,17,1
-0.325736999511718,18.8185710906982,19.0923900604248,-0.305803000926971,18.294807434082,0.000256781670032069,0.000605872366577386,-0.000785352662205696,24.5380783081054,18.3149547576904,19.8506717681884,0.245417490601539,17,2
-0.440864026546478,18.8287696838378,19.0893802642822,-0.372502624988555,18.2940940856933,0.00235497136600315,0.00128958711866289,0.000386468193028122,24.544692993164,18.3263072967529,19.8506565093994,0.176615342497825,17,3
-0.327025681734085,18.8355674743652,19.0830307006835,-0.316198706626892,18.2925415039062,0.00610466580837965,2.56E-05,0.00204566097818315,24.5540180206298,18.3308334350585,19.8506469726562,0.238302707672119,17,4
-0.471150130033493,18.8570327758789,19.0825252532959,-0.332272142171859,18.2914276123046,0.00313282292336225,-0.0643167793750763,0.0371837764978408,24.5653972625732,18.3266620635986,19.8506393432617,0.208196654915809,17,5
-0.538972616195678,18.9015483856201,19.0771083831787,0.00914747267961502,18.2906284332275,0.00963612366467714,-0.613635241985321,0.336747348308563,24.5736007690429,18.3238620758056,19.8506336212158,0.476217836141586,17,6
-0.653148472309112,18.9417114257812,19.0745830535888,0.238889694213867,18.2925243377685,0.00133701239246875,-1.00564730167388,0.554211258888244,24.5765781402587,18.3219356536865,19.8506298065185,0.670015335083007,17,7
-0.758391559123992,18.9608612060546,19.082498550415,0.395099252462387,18.2940406799316,0.00142195750959217,-1.28838372230529,0.706369996070861,24.5749492645263,18.314655303955,19.8506278991699,0.752035498619079,17,8
-0.727128446102142,18.9735450744628,19.0855331420898,0.546622514724731,18.2919635772705,0.000576552585698664,-1.49053049087524,0.817339479923248,24.5670795440673,18.3069248199462,19.8506259918212,0.910541415214538,17,9
-0.874307453632354,18.9878120422363,19.0760250091552,0.578943967819213,18.2872333526611,-0.00124787958338856,-1.63446354866027,0.89801287651062,24.5532417297363,18.3017330169677,19.8506240844726,0.924009799957275,17,10
-0.766983985900878,18.998701095581,19.0780544281005,0.689281404018402,18.2865028381347,0.00185267522465437,-1.73920786380767,0.952029526233673,24.5342292785644,18.3054161071777,19.850622177124,1.03353810310363,17,11
-0.891274869441986,19.0043029785156,19.0831623077392,0.68049931526184,18.2892990112304,-0.00414246134459972,-1.81212568283081,0.995459973812103,24.5189208984375,18.3035926818847,19.8769588470459,1.03178453445434,17,12
-0.843743920326232,18.9900608062744,19.0895748138427,0.732882916927337,18.2870635986328,0.00336326728574931,-1.86698985099792,1.02293062210083,24.5083770751953,18.3122215270996,19.9029655456542,1.08085441589355,17,13
-0.808621644973754,18.9654350280761,19.1019134521484,0.810526609420776,18.2845306396484,-0.00356532516889274,-1.90373051166534,1.04555320739746,24.5016765594482,18.3137969970703,19.8519630432128,1.11540412902832,17,14
-0.886074423789978,18.9291057586669,19.101842880249,0.796229839324951,18.2849922180175,-0.000580390216782689,-1.93122780323028,1.05921947956085,24.4767131805419,18.3199615478515,19.8522281646728,1.08907926082611,17,15
-0.826320052146911,18.8804721832275,19.0967388153076,0.843889653682708,18.285400390625,0.000280461536021903,-1.94955265522003,1.07179296016693,24.4596920013427,18.3325653076171,19.8519630432128,1.15120267868042,17,16
-0.945092260837554,18.8395175933837,19.0927371978759,0.80104911327362,18.2853469848632,-0.00145186553709208,-1.9655350446701,1.07693982124328,24.4581451416015,18.3305740356445,19.9239158630371,1.0966111421585,17,17
-0.842017173767089,18.8072853088378,19.0923385620117,0.851180732250213,18.2853069305419,-0.00153862091246992,-1.97430801391601,1.08458364009857,24.4674186706542,18.3225364685058,19.9031391143798,1.16332280635833,17,18
-0.961187124252319,18.7790718078613,19.0918579101562,0.808190762996673,18.2852802276611,-0.00326309283263981,-1.98145294189453,1.08836078643798,24.4780006408691,18.3173961639404,19.8882503509521,1.12182056903839,17,19
-0.91281658411026,18.7737312316894,19.0941429138183,0.833553671836853,18.2840270996093,0.000786952732596546,-1.98819518089294,1.08774268627166,24.4832935333251,18.3109760284423,19.8775844573974,1.11481130123138,17,20
-0.916470885276794,18.8009452819824,19.102876663208,0.827922523021698,18.2842826843261,-0.00127908447757363,-1.99088644981384,1.09275424480438,24.5084781646728,18.3089542388916,19.8699398040771,1.12090516090393,17,21
-0.945531785488128,18.8354701995849,19.1078968048095,0.811725199222564,18.2842769622802,0.00144672393798828,-1.99465751647949,1.09175992012023,24.5309371948242,18.3062400817871,19.8644638061523,1.11026060581207,17,22
-0.864643573760986,18.8471145629882,19.1029262542724,0.844667553901672,18.2848091125488,0.00265090190805494,-1.99502420425415,1.09599697589874,24.538719177246,18.3022079467773,19.8605403900146,1.17217373847961,17,23
-0.974432528018951,18.8568687438964,19.099063873291,0.80317085981369,18.285888671875,0.000162570097018033,-1.99770259857177,1.0933825969696,24.5302562713623,18.3011684417724,19.8577270507812,1.11577534675598,17,24
-0.42177414894104,18.8852500915527,19.09810256958,0.665909528732299,18.2885112762451,4.78829336166381,-2.0997200012207,2.06277394294738,24.523567199707,18.3008518218994,19.855712890625,0.638446748256683,17,25
5.69266605377197,18.9361248016357,19.0902004241943,-1.20516037940979,18.292667388916,117.777488708496,-3.1912145614624,11.2967281341552,24.5255794525146,18.3039779663085,19.8542690277099,2.6897075176239,17,26
16.2764854431152,18.9676494598388,19.0824928283691,-6.80525636672973,18.2932567596435,333.672149658203,-6.21300411224365,26.6705055236816,24.4876289367675,18.3212585449218,19.8532352447509,10.8585624694824,17,27
30.2929306030273,18.9746532440185,19.0823783874511,-14.6665229797363,18.2919406890869,630.395324707031,-8.84118461608886,39.1791305541992,24.4620265960693,18.3304576873779,19.8524932861328,18.124547958374,17,28
46.8207817077636,18.9849262237548,19.0890045166015,-23.7470874786376,18.2891464233398,984.875854492187,-10.7247505187988,48.1426124572753,24.4409980773925,18.3231163024902,19.8519630432128,23.2641658782959,17,29
65.2615737915039,18.9944953918457,19.0778045654296,-33.4334259033203,18.2861003875732,1380.68493652343,-11.984372138977,54.3949928283691,24.4357395172119,18.3170375823974,19.8515815734863,26.6445541381835,17,30
84.1160659790039,18.9946117401123,19.0585308074951,-36.399917602539,18.2839183807373,1806.12451171875,-13.8594741821289,51.282241821289,24.4307765960693,18.3141498565673,19.8513088226318,23.393009185791,17,31
91.3332748413086,18.9948139190673,19.0493412017822,-46.9629898071289,18.2805042266845,2252.7548828125,-32.1719818115234,54.0188751220703,24.3654708862304,18.3129692077636,19.8511142730712,26.7597541809082,17,32
94.8302612304687,18.9759368896484,19.0524196624755,-56.5373764038085,18.2770156860351,2714.52392578125,-52.6334724426269,55.1797866821289,24.2858982086181,18.3159008026123,19.850975036621,29.1043472290039,17,33
95.6865310668945,18.9411067962646,19.0819377899169,-65.2802429199218,18.2763652801513,3187.17358398437,-73.0069198608398,55.3083267211914,24.2647361755371,18.3141899108886,19.8508739471435,30.668809890747,17,34
94.4420928955078,18.9101200103759,19.0802917480468,-72.8537521362304,18.2775592803955,3662.76733398437,-92.4596557617187,54.7163352966308,24.3729705810546,18.3079833984375,19.8508014678955,32.5695648193359,17,35
93.5652236938476,18.8745155334472,19.0531787872314,-78.1606216430664,18.2855491638183,4041.96704101562,-107.046577453613,54.1311454772949,24.4583206176757,18.3185310363769,19.8507499694824,37.0131645202636,17,36
92.9879531860351,18.8469734191894,19.063886642456,-82.0872268676757,18.3222427368164,4313.6005859375,-117.414024353027,53.7848854064941,24.3884887695312,18.3351306915283,19.8507137298584,40.2869529724121,17,37
92.5469131469726,18.8238983154296,19.1517848968505,-84.7821655273437,18.3521156311035,4508.1884765625,-124.772254943847,53.489444732666,24.4050559997558,18.3550453186035,19.8506870269775,42.57666015625,17,38
92.4038543701171,18.7988014221191,19.2687892913818,-86.7397842407226,18.3545761108398,4647.59716796875,-130.019500732421,53.2980575561523,24.3510608673095,18.3682842254638,19.8506679534912,44.2404022216796,17,39
92.2059097290039,18.7858810424804,19.3284664154052,-88.0908279418945,18.3641872406005,4747.486328125,-133.854202270507,53.1298828125,24.3199195861816,18.3771057128906,19.8506546020507,45.4703330993652,17,40
92.0967330932617,18.7939987182617,19.3658370971679,-89.0704040527343,18.3547458648681,4819.05224609375,-136.546630859375,53.0178604125976,24.3726787567138,18.4039421081542,19.8506450653076,46.2697868347168,17,41
92.0114822387695,18.8182945251464,19.4084453582763,-89.8760223388671,18.3396224975585,4870.3310546875,-138.456192016601,52.977725982666,24.4568538665771,18.4284019470214,19.850637435913,46.8915061950683,17,42
91.9766693115234,18.8277320861816,19.4998378753662,-90.3504867553711,18.3683109283447,4907.0751953125,-139.764923095703,52.9099769592285,24.4943504333496,18.4421806335449,19.8506336212158,47.2939109802246,17,43
91.6917037963867,18.8381252288818,19.5221729278564,-90.8491134643554,18.3958148956298,4933.40966796875,-140.74494934082,52.8604736328125,24.5679092407226,18.44553565979,19.8506298065185,47.6276550292968,17,44
91.6900329589843,18.8775825500488,19.474287033081,-91.2406845092773,18.4189758300781,4952.2763671875,-141.373916625976,52.9092788696289,24.6321125030517,18.4463138580322,19.8506259918212,47.8595886230468,17,45
91.5516967773437,18.936710357666,19.484992980957,-91.4311294555664,18.4843940734863,4965.794921875,-141.89973449707,52.8890571594238,24.7080459594726,18.4472980499267,19.8506240844726,48.0272979736328,17,46
91.5039978027343,18.9687614440917,19.5622978210449,-91.5425720214843,18.5453968048095,4975.4814453125,-142.184997558593,52.8353729248046,24.7205200195312,18.4439525604248,19.8506240844726,48.1158485412597,17,47
91.4202270507812,18.9830360412597,19.6383914947509,-91.691780090332,18.6100692749023,4982.42138671875,-142.430953979492,52.8386726379394,24.7244205474853,18.4487228393554,19.850622177124,48.2046279907226,17,48
91.3238677978515,18.9927291870117,19.6920738220214,-91.6855087280273,18.6997394561767,4987.3896484375,-142.67268371582,52.7860603332519,24.7358818054199,18.4548912048339,19.850622177124,48.1838455200195,17,49
91.210464477539,19.0074710845947,19.7370166778564,-91.676284790039,18.7799892425537,4990.94775390625,-142.807266235351,52.726505279541,24.7463569641113,18.4585342407226,19.850622177124,48.3470001220703,17,50
91.3033447265625,19.0247459411621,19.7692203521728,-91.6197967529296,18.857229232788,4993.49267578125,-143.002868652343,52.7153816223144,24.8545608520507,18.4621105194091,19.8506202697753,48.4045448303222,17,51
91.3177871704101,19.0358028411865,19.7922935485839,-91.6091232299804,18.9237060546875,4995.330078125,-143.257537841796,52.7492065429687,24.8968315124511,18.4613208770751,19.8506202697753,48.5098609924316,17,52
91.5039596557617,19.0159740447998,19.8224220275878,-91.5471725463867,18.9620838165283,4996.64111328125,-143.35740661621,52.7572784423828,24.8816375732421,18.4907436370849,19.8506202697753,48.5469703674316,17,53
91.6320266723632,18.9673061370849,19.8744525909423,-91.4458236694336,18.9837493896484,4997.576171875,-143.497589111328,52.7560653686523,24.887523651123,18.5286788940429,19.8506202697753,48.5333976745605,17,54
91.7281341552734,18.9307556152343,19.9832687377929,-91.4430160522461,19.0192832946777,4998.25927734375,-143.597579956054,52.7650604248046,24.9354572296142,18.5428276062011,19.8506202697753,48.4661026000976,17,55
91.6963729858398,18.8910331726074,20.1495742797851,-91.4967422485351,19.0420322418212,4998.74267578125,-143.617004394531,52.7702827453613,24.9843063354492,18.5676002502441,19.8506202697753,48.4401626586914,17,56
91.8018722534179,18.8473529815673,20.391466140747,-91.4288253784179,19.0546512603759,4999.08154296875,-143.569702148437,52.7237586975097,25.06441116333,18.5888862609863,19.8506202697753,48.3516960144043,17,57
91.7253723144531,18.8169231414794,20.7050228118896,-91.5869140625,19.0895690917968,4999.33203125,-143.613677978515,52.7715301513671,25.0913925170898,18.6091403961181,19.8506202697753,48.3840255737304,17,58
91.7433853149414,18.7900485992431,20.9004764556884,-91.5607757568359,19.1759223937988,4999.501953125,-143.51382446289,52.7367897033691,25.1345443725585,18.6218147277832,19.8506202697753,48.3837585449218,17,59
91.685920715332,18.775930404663,21.0301837921142,-91.5956420898437,19.2476501464843,4999.62646484375,-143.474975585937,52.7459754943847,25.1438045501709,18.6242542266845,19.8506202697753,48.3618049621582,17,60
91.604248046875,18.7863807678222,21.1604900360107,-91.6646575927734,19.2942447662353,4999.7333984375,-143.461013793945,52.7972373962402,25.1932201385498,18.6295471191406,19.8506202697753,48.3632354736328,17,61
91.5041732788086,18.8125457763671,21.2675399780273,-91.6887283325195,19.3723583221435,4999.796875,-143.322601318359,52.7740211486816,25.221752166748,18.6373558044433,19.8506202697753,48.3503684997558,17,62
91.6271133422851,18.8348217010498,21.4882793426513,-91.7686538696289,19.4661693572998,4999.83837890625,-143.164367675781,52.8232307434082,25.2653274536132,18.6578350067138,19.8506202697753,48.3947219848632,17,63
91.6698760986328,18.8430824279785,21.7503662109375,-91.8311233520507,19.5481719970703,4999.87353515625,-143.072402954101,52.8329353332519,25.3053283691406,18.707649230957,19.8506202697753,48.4042015075683,17,64
91.6608734130859,18.8652362823486,21.9539203643798,-91.9279098510742,19.6089038848876,4999.89794921875,-143.013473510742,52.874713897705,25.3482208251953,18.7709827423095,19.8506202697753,48.3841896057128,17,65
91.6699905395507,18.9086227416992,22.1522197723388,-91.949592590332,19.6513767242431,4999.91015625,-142.934326171875,52.8795852661132,25.3577003479003,18.8177680969238,19.8506202697753,48.3969116210937,17,66
91.5746307373046,18.9464225769042,22.3621063232421,-91.9998168945312,19.6972312927246,4999.92236328125,-142.918045043945,52.8845710754394,25.376012802124,18.85618019104,19.8506202697753,48.3430747985839,17,67
91.3585968017578,18.9741668701171,22.5753078460693,-92.1319274902343,19.737548828125,4999.935546875,-142.842330932617,52.8583831787109,25.4157905578613,18.8943939208984,19.8506202697753,48.4203186035156,17,68
91.3666534423828,18.993236541748,22.7966957092285,-92.1397323608398,19.7669773101806,4999.93603515625,-142.771453857421,52.8723487854003,25.4988899230957,18.9141502380371,19.8506202697753,48.3960151672363,17,69
91.2533721923828,19.0071125030517,23.0473155975341,-92.1759719848632,19.7899913787841,4999.9453125,-142.767822265625,52.8588562011718,25.6004047393798,18.9319152832031,19.8506202697753,48.3766746520996,17,70
91.1962280273437,19.0209808349609,23.2557468414306,-92.1409606933593,19.8071784973144,4999.95068359375,-142.750885009765,52.8291435241699,25.6627960205078,18.9440402984619,19.8506202697753,48.3683433532714,17,71
91.1364212036132,19.0130348205566,23.3476295471191,-92.069351196289,19.8194923400878,4999.9521484375,-142.781341552734,52.8055419921875,25.6594352722167,18.9615879058837,19.8506202697753,48.3769569396972,17,72
91.0865249633789,18.9846611022949,23.3808536529541,-92.0302047729492,19.8283157348632,4999.9541015625,-142.867492675781,52.8038520812988,25.6825332641601,18.9946880340576,19.8506202697753,48.4071807861328,17,73
91.0305404663086,18.9528942108154,23.4247665405273,-92.0211486816406,19.834638595581,4999.95361328125,-142.889373779296,52.780906677246,25.7139263153076,19.0334587097167,19.8506202697753,48.3826713562011,17,74
91.2231826782226,18.9056720733642,23.5064907073974,-91.8405456542968,19.8391685485839,4999.94873046875,-142.945648193359,52.7531585693359,25.7714138031005,19.0586280822753,19.8506202697753,48.4828414916992,17,75
91.4049377441406,18.8619480133056,23.7025775909423,-91.7992248535156,19.842414855957,4999.95751953125,-143.032043457031,52.813247680664,25.8392868041992,19.0759201049804,19.8506202697753,48.4607353210449,17,76
91.5248870849609,18.832420349121,23.9504623413085,-91.6534118652343,19.844741821289,4999.955078125,-143.13948059082,52.7796630859375,25.880931854248,19.094367980957,19.8506202697753,48.3945159912109,17,77
91.6134796142578,18.8083457946777,24.1628131866455,-91.6483001708984,19.8464069366455,4999.96044921875,-143.239196777343,52.7800636291503,25.932897567749,19.1069374084472,19.8506202697753,48.4311141967773,17,78
91.7205505371093,18.7860984802246,24.3757457733154,-91.5617599487304,19.8476009368896,4999.96044921875,-143.256072998046,52.7766494750976,25.8965072631835,19.130859375,19.8506202697753,48.3785705566406,17,79
91.6861190795898,18.7788829803466,24.5383167266845,-91.5801773071289,19.8484573364257,4999.958984375,-143.203308105468,52.7815780639648,25.8442096710205,19.14937210083,19.8506202697753,48.4124946594238,17,80
91.7511901855468,18.7816543579101,24.6487274169921,-91.6267623901367,19.9082908630371,4999.951171875,-143.145309448242,52.8129844665527,25.9102249145507,19.1679859161376,19.8506202697753,48.4296073913574,17,81
91.6760559082031,18.8005905151367,24.7192974090576,-91.712417602539,19.9253311157226,4999.9560546875,-143.149185180664,52.8212280273437,25.9928245544433,19.184419631958,19.8506202697753,48.3568305969238,17,82
91.6026229858398,18.8290748596191,24.8283443450927,-91.7338104248046,19.983112335205,4999.95263671875,-143.132675170898,52.8091812133789,26.0061264038085,19.2040576934814,19.8506202697753,48.3744049072265,17,83
91.5195693969726,18.8447818756103,24.9779624938964,-91.7749404907226,20.1473751068115,4999.95361328125,-143.116806030273,52.7994842529296,26.0334720611572,19.2239608764648,19.8506202697753,48.3570175170898,17,84
91.4989624023437,18.8822002410888,25.0682582855224,-91.8478164672851,20.2703800201416,4999.958984375,-143.040893554687,52.8073272705078,26.092580795288,19.2465915679931,19.8506202697753,48.3312225341796,17,85
91.3488464355468,18.9394207000732,25.1302909851074,-91.9013671875,20.3366069793701,4999.95849609375,-142.951339721679,52.7680778503418,26.131233215332,19.2599239349365,19.8506202697753,48.4160690307617,17,86
91.4366378784179,18.9834251403808,25.2965259552001,-92.0875473022461,20.5611019134521,4999.96142578125,-142.832855224609,52.8737068176269,26.2121353149414,19.2677726745605,19.8506202697753,48.4635734558105,17,87
91.5119552612304,19.0185470581054,25.4582805633544,-92.0867614746093,20.8291778564453,4999.95654296875,-142.719329833984,52.8806037902832,26.2982501983642,19.3000793457031,19.8506202697753,48.4029121398925,17,88
91.474739074707,19.0320777893066,25.5468616485595,-92.1044769287109,21.028522491455,4999.955078125,-142.684432983398,52.8749046325683,26.308235168457,19.3214473724365,19.8506202697753,48.2977676391601,17,89
91.4150695800781,19.0310726165771,25.6410865783691,-92.1231918334961,21.2508220672607,4999.95166015625,-142.666839599609,52.8644981384277,26.3357048034667,19.3579425811767,19.8506202697753,48.3090629577636,17,90
91.3528518676757,19.0254344940185,25.778242111206,-92.1961593627929,21.453929901123,4999.958984375,-142.608963012695,52.8797302246093,26.3514194488525,19.3968181610107,19.8506202697753,48.3193016052246,17,91
91.0682373046875,19.0172290802001,25.9372844696044,-92.3137512207031,21.641408920288,4999.962890625,-142.582534790039,52.8539085388183,26.4204635620117,19.4234714508056,19.8506202697753,48.4570922851562,17,92
91.1275024414062,18.9990196228027,26.0532608032226,-92.3738021850586,21.8074131011962,4999.95263671875,-142.453857421875,52.8962593078613,26.4849586486816,19.4321613311767,19.8506202697753,48.4016456604003,17,93
91.0054168701171,18.9620761871337,26.1539573669433,-92.3701477050781,21.9604911804199,4999.9599609375,-142.511367797851,52.8724060058593,26.5438919067382,19.4382972717285,19.8506202697753,48.3635025024414,17,94
90.9494094848632,18.913179397583,26.2338962554931,-92.3286209106445,22.0788516998291,4999.95849609375,-142.532196044921,52.8319282531738,26.5836448669433,19.4628257751464,19.8506202697753,48.3516693115234,17,95
90.9319534301757,18.8636074066162,26.2841491699218,-92.2552185058593,22.1936836242675,4999.96240234375,-142.569412231445,52.7921676635742,26.6325035095214,19.4854736328125,19.8506202697753,48.3765220642089,17,96
90.9690780639648,18.8208312988281,26.3300132751464,-92.1553878784179,22.2886562347412,4999.95947265625,-142.64094543457,52.8057899475097,26.7196807861328,19.5109882354736,19.8506202697753,48.4260025024414,17,97
90.8880004882812,18.7963981628417,26.392234802246,-92.1150665283203,22.3929767608642,4999.95654296875,-142.759552001953,52.7883110046386,26.7806987762451,19.5309429168701,19.8506202697753,48.3954429626464,17,98
91.1134338378906,18.7897357940673,26.5500698089599,-92.0005340576171,22.5113067626953,4999.94970703125,-142.81021118164,52.7907600402832,26.7921142578125,19.5443096160888,19.8506202697753,48.3975105285644,17,99
